2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 19:16:46  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:48  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:49  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:52  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:53  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:56  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:58  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:16:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:01  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:02  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:04  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:05  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:09  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:11  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:15  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:17  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:18  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:21  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:22  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:25  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:28  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:30  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:31  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:34  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:35  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:37  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:38  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:40  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:41  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:43  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:44  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:47  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:47  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:50  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:53  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:54  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:56  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:57  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:17:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:00  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:03  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:04  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:06  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:07  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:09  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:10  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:13  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:16  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:17  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:19  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:20  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:22  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:23  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:25  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:26  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:30  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:32  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:33  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:35  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:37  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:39  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:40  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:43  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:45  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:46  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:48  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:50  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:52  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:53  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:56  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:58  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:18:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:01  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:02  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:05  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:06  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:09  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:11  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:15  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:18  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:19  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:21  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:22  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:25  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:31  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:32  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:34  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:35  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:38  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:38  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:41  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:44  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:45  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:47  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:48  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:54  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:57  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:19:58  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:00  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:01  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:03  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:04  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:07  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:07  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:10  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:11  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:13  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:16  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:17  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:20  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:20  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:23  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:26  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:30  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:33  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:33  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:36  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:37  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:39  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:40  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:43  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:46  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:46  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:49  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:50  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:52  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:53  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:56  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:20:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:02  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:03  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:05  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:06  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:09  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:15  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:16  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:18  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:19  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:21  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:22  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:25  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:28  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:31  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:32  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:34  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:35  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:37  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:38  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:41  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:44  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:45  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:47  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:48  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:54  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:57  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:21:58  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:00  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:01  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:03  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:04  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:07  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:10  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:11  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:13  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:16  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:17  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:20  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:21  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:23  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:26  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:30  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:33  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:34  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:36  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:37  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:39  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:40  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:43  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:46  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:47  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:49  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:50  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:52  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:53  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:56  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:22:59  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:00  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:02  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:03  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:05  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:06  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:09  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:12  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:13  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:15  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:16  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:18  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:19  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:22  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:23  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:25  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:26  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:28  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:29  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:31  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:32  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:35  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:36  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:38  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:39  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:41  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:42  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:44  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:45  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:48  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:49  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:51  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:52  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:54  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:55  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:57  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:23:58  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:01  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:02  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:04  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:05  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:07  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:08  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:10  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:11  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:14  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:17  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:18  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:20  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:21  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:23  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:24  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:27  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:30  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:31  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:33  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:34  INFO  [DEBUG] PowerShell output: '1630058'
2026-03-14 19:24:36  INFO  [DEBUG] PowerShell output: '1630058'
